A, B, C, D, cmp(A, B, C, D)
0, 0, 0, 0, 00
0, 0, 0, 1, 11
0, 0, 1, 0, 11
0, 0, 1, 1, 11
0, 1, 0, 0, 01
0, 1, 0, 1, 00
0, 1, 1, 0, 11
0, 1, 1, 1, 11
1, 0, 0, 0, 01
1, 0, 0, 1, 01
1, 0, 1, 0, 00
1, 0, 1, 1, 11
1, 1, 0, 0, 01
1, 1, 0, 1, 01
1, 1, 1, 0, 01
1, 1, 1, 1, 00
